id,hhid,age,gender,relationShip,race,occupation,driversLicense,workplace,income,nationality,education,homeZone,disability,schoolId
3619,3619,15,2,single,unknown,2,false,-1,2652,UNKNOWN,2,2108,0,0
3620,3620,25,1,single,unknown,2,true,-1,1200,UNKNOWN,2,264,0,0
3621,3621,98,2,single,unknown,2,true,-1,2300,UNKNOWN,2,2810,0,0
3622,3622,76,2,single,unknown,2,true,-1,1167,UNKNOWN,2,3382,2,0
3623,3623,32,1,single,unknown,2,true,-1,2833,UNKNOWN,2,1998,0,0
3624,3624,30,1,single,unknown,2,true,-1,700,UNKNOWN,2,2793,0,0
3625,3625,64,1,single,unknown,2,true,-1,1167,UNKNOWN,2,901,0,0
3626,3626,39,1,single,unknown,2,true,-1,800,UNKNOWN,2,545,0,0
3627,3627,43,1,single,unknown,2,true,-1,2050,UNKNOWN,2,2049,0,0
3628,3628,16,2,single,unknown,2,false,-1,2346,UNKNOWN,2,1375,0,0
3629,3629,24,2,single,unknown,2,true,-1,800,UNKNOWN,2,2502,0,0
3630,3630,39,1,single,unknown,2,true,-1,2200,UNKNOWN,2,1064,0,0
3631,3631,27,1,single,unknown,2,true,-1,800,UNKNOWN,2,1682,0,0
3632,3632,26,2,single,unknown,2,true,-1,1533,UNKNOWN,2,2878,0,0
3633,3633,27,1,single,unknown,2,true,-1,250,UNKNOWN,2,823,0,0
3634,3634,54,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1401,0,0
3635,3635,20,2,single,unknown,2,true,-1,1640,UNKNOWN,2,2779,0,0
3636,3636,12,2,single,unknown,2,false,-1,1000,UNKNOWN,2,500,0,0
3637,3637,76,2,single,unknown,2,true,-1,800,UNKNOWN,2,2304,2,0
3638,3638,46,1,single,unknown,2,true,-1,920,UNKNOWN,2,3446,0,0
3639,3639,19,2,single,unknown,2,true,-1,700,UNKNOWN,2,3024,0,0
3640,3640,97,2,single,unknown,2,true,-1,6100,UNKNOWN,2,2633,2,0
3641,3641,34,1,single,unknown,2,true,-1,1533,UNKNOWN,2,2982,0,0
3642,3642,38,1,single,unknown,2,true,-1,1571,UNKNOWN,2,2963,0,0
3643,3643,63,1,single,unknown,2,true,-1,1867,UNKNOWN,2,1353,0,0
3644,3644,2,2,single,unknown,2,false,-1,2905,UNKNOWN,2,108,0,0
3645,3645,59,1,single,unknown,2,true,-1,4067,UNKNOWN,2,2309,2,0
3646,3646,24,2,single,unknown,2,true,-1,1867,UNKNOWN,2,2286,0,0
3647,3647,28,1,single,unknown,2,true,-1,2833,UNKNOWN,2,1984,0,0
3648,3648,41,2,single,unknown,2,true,-1,1278,UNKNOWN,2,2867,0,0
3649,3649,61,2,single,unknown,2,true,-1,2217,UNKNOWN,2,3391,0,0
3650,3650,4,2,single,unknown,2,false,-1,1952,UNKNOWN,2,1965,0,0
3651,3651,35,1,single,unknown,2,true,-1,2429,UNKNOWN,2,273,0,0
3652,3652,37,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2098,0,0
3653,3653,53,1,single,unknown,2,true,-1,2200,UNKNOWN,2,348,0,0
3654,3654,51,1,single,unknown,2,true,-1,3400,UNKNOWN,2,102,0,0
3655,3655,56,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1491,0,0
3656,3656,7,2,single,unknown,2,false,-1,3389,UNKNOWN,2,959,0,0
3657,3657,52,1,single,unknown,2,true,-1,250,UNKNOWN,2,1509,0,0
3658,3658,45,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1503,0,0
3659,3659,20,2,single,unknown,2,true,-1,3050,UNKNOWN,2,1543,0,0
3660,3660,55,1,single,unknown,2,true,-1,1750,UNKNOWN,2,897,2,0
3661,3661,29,1,single,unknown,2,true,-1,1833,UNKNOWN,2,2450,0,0
3662,3662,63,1,single,unknown,2,true,-1,2200,UNKNOWN,2,3127,0,0
3663,3663,54,2,single,unknown,2,true,-1,2050,UNKNOWN,2,875,0,0
3664,3664,2,2,single,unknown,2,false,-1,2278,UNKNOWN,2,786,0,0
3665,3665,10,2,single,unknown,2,false,-1,2125,UNKNOWN,2,1441,0,0
3666,3666,58,2,single,unknown,2,true,-1,4067,UNKNOWN,2,2742,0,0
3667,3667,85,2,single,unknown,2,true,-1,1167,UNKNOWN,2,576,0,0
3668,3668,52,1,single,unknown,2,true,-1,1533,UNKNOWN,2,1091,0,0
3669,3669,8,2,single,unknown,2,false,-1,2905,UNKNOWN,2,3340,0,0
3670,3670,35,2,single,unknown,2,true,-1,250,UNKNOWN,2,861,0,0
3671,3671,74,2,single,unknown,2,true,-1,2300,UNKNOWN,2,2584,0,0
3672,3672,59,1,single,unknown,2,true,-1,2300,UNKNOWN,2,325,0,0
3673,3673,50,1,single,unknown,2,true,-1,1179,UNKNOWN,2,375,0,0
3674,3674,85,2,single,unknown,2,true,-1,3300,UNKNOWN,2,914,2,0
3675,3675,3,2,single,unknown,2,false,-1,958,UNKNOWN,2,535,0,0
3676,3676,61,2,single,unknown,2,true,-1,1650,UNKNOWN,2,150,0,0
3677,3677,49,1,single,unknown,2,true,-1,800,UNKNOWN,2,518,0,0
3678,3678,60,2,single,unknown,2,true,-1,2200,UNKNOWN,2,1375,0,0
3679,3679,47,1,single,unknown,2,true,-1,1750,UNKNOWN,2,855,0,0
3680,3680,25,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2431,0,0
3681,3681,88,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1910,0,0
3682,3682,96,2,single,unknown,2,true,-1,1200,UNKNOWN,2,2153,2,0
3683,3683,14,2,single,unknown,2,false,-1,1000,UNKNOWN,2,1159,0,0
3684,3684,51,1,single,unknown,2,true,-1,530,UNKNOWN,2,296,0,0
3685,3685,18,1,single,unknown,2,true,-1,1150,UNKNOWN,2,2447,0,0
3686,3686,51,2,single,unknown,2,true,-1,1167,UNKNOWN,2,1657,2,0
3687,3687,24,1,single,unknown,2,true,-1,1200,UNKNOWN,2,501,0,0
3688,3688,49,1,single,unknown,2,true,-1,1167,UNKNOWN,2,1684,0,0
3689,3689,36,1,single,unknown,2,true,-1,833,UNKNOWN,2,1611,0,0
3690,3690,52,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2294,2,0
3691,3691,7,2,single,unknown,2,false,-1,2905,UNKNOWN,2,2483,0,0
3692,3692,67,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2856,0,0
3693,3693,45,1,single,unknown,2,true,-1,1333,UNKNOWN,2,2482,0,0
3694,3694,66,2,single,unknown,2,true,-1,1867,UNKNOWN,2,2875,0,0
3695,3695,85,2,single,unknown,2,true,-1,2200,UNKNOWN,2,1895,0,0
3696,3696,15,2,single,unknown,2,false,-1,2652,UNKNOWN,2,2075,0,0
3697,3697,18,1,single,unknown,2,true,-1,2050,UNKNOWN,2,1489,0,0
3698,3698,28,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2029,0,0
3699,3699,23,2,single,unknown,2,true,-1,2800,UNKNOWN,2,1144,0,0
3700,3700,59,1,single,unknown,2,true,-1,1533,UNKNOWN,2,109,0,0
3701,3701,54,1,single,unknown,2,true,-1,2200,UNKNOWN,2,1902,0,0
3702,3702,30,2,single,unknown,2,true,-1,1200,UNKNOWN,2,2436,0,0
3703,3703,2,2,single,unknown,2,false,-1,1833,UNKNOWN,2,877,0,0
3704,3704,14,2,single,unknown,2,false,-1,2429,UNKNOWN,2,57,0,0
3705,3705,64,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2786,0,0
3706,3706,22,1,single,unknown,2,true,-1,1650,UNKNOWN,2,2247,0,0
3707,3707,68,2,single,unknown,2,true,-1,1867,UNKNOWN,2,2454,0,0
3708,3708,45,1,single,unknown,2,true,-1,1179,UNKNOWN,2,2348,0,0
3709,3709,30,1,single,unknown,2,true,-1,1167,UNKNOWN,2,3486,0,0
3710,3710,57,1,single,unknown,2,true,-1,1346,UNKNOWN,2,2245,0,0
3711,3711,38,1,single,unknown,2,true,-1,2905,UNKNOWN,2,3273,0,0
3712,3712,82,2,single,unknown,2,true,-1,800,UNKNOWN,2,776,0,0
3713,3713,62,1,single,unknown,2,true,-1,1167,UNKNOWN,2,2305,0,0
3714,3714,30,1,single,unknown,2,true,-1,3400,UNKNOWN,2,1536,0,0
3715,3715,52,1,single,unknown,2,true,-1,1435,UNKNOWN,2,1430,0,0
3716,3716,19,1,single,unknown,2,true,-1,2200,UNKNOWN,2,1266,0,0
3717,3717,26,1,single,unknown,2,true,-1,2050,UNKNOWN,2,426,0,0
3718,3718,44,2,single,unknown,2,true,-1,2259,UNKNOWN,2,3174,0,0
3719,3719,48,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2480,0,0
3720,3720,32,1,single,unknown,2,true,-1,875,UNKNOWN,2,3037,0,0
3721,3721,88,2,single,unknown,2,true,-1,2300,UNKNOWN,2,213,0,0
3722,3722,45,1,single,unknown,2,true,-1,972,UNKNOWN,2,2679,0,0
3723,3723,13,2,single,unknown,2,false,-1,1650,UNKNOWN,2,1572,0,0
3724,3724,37,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1764,0,0
3725,3725,2,2,single,unknown,2,false,-1,2905,UNKNOWN,2,2124,2,0
3726,3726,21,1,single,unknown,2,true,-1,700,UNKNOWN,2,558,0,0
3727,3727,7,2,single,unknown,2,false,-1,3923,UNKNOWN,2,2134,0,0
3728,3728,48,1,single,unknown,2,true,-1,2542,UNKNOWN,2,635,0,0
3729,3729,1,2,single,unknown,2,false,-1,2278,UNKNOWN,2,188,0,0
3730,3730,91,2,single,unknown,2,true,-1,2800,UNKNOWN,2,1086,0,0
3731,3731,95,2,single,unknown,2,true,-1,2733,UNKNOWN,2,2007,0,0
3732,3732,21,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1789,0,0
3733,3733,41,1,single,unknown,2,true,-1,1346,UNKNOWN,2,1443,0,0
3734,3734,41,1,single,unknown,2,true,-1,1952,UNKNOWN,2,2072,0,0
3735,3735,2,2,single,unknown,2,false,-1,2542,UNKNOWN,2,2608,0,0
3736,3736,38,1,single,unknown,2,true,-1,2125,UNKNOWN,2,478,0,0
3737,3737,65,2,single,unknown,2,true,-1,700,UNKNOWN,2,524,0,0
3738,3738,12,2,single,unknown,2,false,-1,1167,UNKNOWN,2,280,0,0
3739,3739,62,2,single,unknown,2,true,-1,1867,UNKNOWN,2,908,0,0
3740,3740,12,2,single,unknown,2,false,-1,800,UNKNOWN,2,168,0,0
3741,3741,67,2,single,unknown,2,true,-1,1150,UNKNOWN,2,910,2,0
3742,3742,47,2,single,unknown,2,true,-1,3389,UNKNOWN,2,1926,0,0
3743,3743,49,1,single,unknown,2,true,-1,250,UNKNOWN,2,2921,0,0
3744,3744,12,2,single,unknown,2,false,-1,2278,UNKNOWN,2,1248,0,0
3745,3745,42,1,single,unknown,2,true,-1,1952,UNKNOWN,2,459,0,0
3746,3746,88,2,single,unknown,2,true,-1,1750,UNKNOWN,2,128,2,0
3747,3747,15,2,single,unknown,2,false,-1,2346,UNKNOWN,2,270,0,0
3748,3748,19,1,single,unknown,2,true,-1,700,UNKNOWN,2,253,0,0
3749,3749,59,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1813,0,0
3750,3750,62,1,single,unknown,2,true,-1,4067,UNKNOWN,2,1210,0,0
3751,3751,52,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1945,0,0
3752,3752,78,2,single,unknown,2,true,-1,1200,UNKNOWN,2,3452,0,0
3753,3753,15,2,single,unknown,2,false,-1,1278,UNKNOWN,2,1788,0,0
3754,3754,60,1,single,unknown,2,true,-1,1533,UNKNOWN,2,1945,0,0
3755,3755,39,1,single,unknown,2,true,-1,1833,UNKNOWN,2,1440,0,0
3756,3756,61,2,single,unknown,2,true,-1,1200,UNKNOWN,2,3034,0,0
3757,3757,64,2,single,unknown,2,true,-1,2200,UNKNOWN,2,1623,0,0
3758,3758,57,1,single,unknown,2,true,-1,1167,UNKNOWN,2,3184,0,0
3759,3759,72,2,single,unknown,2,true,-1,1650,UNKNOWN,2,507,2,0
3760,3760,39,1,single,unknown,2,true,-1,1889,UNKNOWN,2,3463,0,0
3761,3761,21,1,single,unknown,2,true,-1,700,UNKNOWN,2,1023,0,0
3762,3762,60,1,single,unknown,2,true,-1,2733,UNKNOWN,2,993,0,0
3763,3763,59,1,single,unknown,2,true,-1,700,UNKNOWN,2,2292,0,0
3764,3764,49,1,single,unknown,2,true,-1,1222,UNKNOWN,2,955,0,0
3765,3765,60,1,single,unknown,2,true,-1,2200,UNKNOWN,2,3438,0,0
3766,3766,18,1,single,unknown,2,true,-1,1320,UNKNOWN,2,2881,0,0
3767,3767,42,1,single,unknown,2,true,-1,2217,UNKNOWN,2,1728,0,0
3768,3768,58,1,single,unknown,2,true,-1,3050,UNKNOWN,2,376,0,0
3769,3769,35,1,single,unknown,2,true,-1,1708,UNKNOWN,2,3309,0,0
3770,3770,41,1,single,unknown,2,true,-1,1200,UNKNOWN,2,88,0,0
3771,3771,18,2,single,unknown,2,true,-1,2050,UNKNOWN,2,2666,0,0
3772,3772,27,2,single,unknown,2,true,-1,2800,UNKNOWN,2,3444,0,0
3773,3773,62,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2625,0,0
3774,3774,63,1,single,unknown,2,true,-1,2800,UNKNOWN,2,508,0,0
3775,3775,28,1,single,unknown,2,true,-1,249,UNKNOWN,2,1201,0,0
3776,3776,45,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1149,0,0
3777,3777,40,1,single,unknown,2,true,-1,2103,UNKNOWN,2,45,0,0
3778,3778,33,1,single,unknown,2,true,-1,1533,UNKNOWN,2,1728,0,0
3779,3779,46,2,single,unknown,2,true,-1,1750,UNKNOWN,2,183,0,0
3780,3780,39,1,single,unknown,2,true,-1,1750,UNKNOWN,2,380,0,0
3781,3781,69,2,single,unknown,2,true,-1,2733,UNKNOWN,2,669,0,0
3782,3782,40,1,single,unknown,2,true,-1,2733,UNKNOWN,2,384,0,0
3783,3783,53,1,single,unknown,2,true,-1,1200,UNKNOWN,2,944,2,0
3784,3784,23,1,single,unknown,2,true,-1,1533,UNKNOWN,2,2550,0,0
3785,3785,11,2,single,unknown,2,false,-1,2040,UNKNOWN,2,2900,0,0
3786,3786,47,2,single,unknown,2,true,-1,2300,UNKNOWN,2,3404,0,0
3787,3787,91,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2866,0,0
3788,3788,27,1,single,unknown,2,true,-1,467,UNKNOWN,2,3358,0,0
3789,3789,82,2,single,unknown,2,true,-1,1533,UNKNOWN,2,1079,0,0
3790,3790,22,2,single,unknown,2,true,-1,1167,UNKNOWN,2,1230,0,0
3791,3791,50,1,single,unknown,2,true,-1,3050,UNKNOWN,2,563,0,0
3792,3792,61,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2991,0,0
3793,3793,56,2,single,unknown,2,true,-1,700,UNKNOWN,2,2269,2,0
3794,3794,62,1,single,unknown,2,true,-1,2440,UNKNOWN,2,1722,0,0
3795,3795,54,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2665,0,0
3796,3796,52,1,single,unknown,2,true,-1,2217,UNKNOWN,2,1804,0,0
3797,3797,88,2,single,unknown,2,true,-1,1867,UNKNOWN,2,2267,0,0
3798,3798,70,2,single,unknown,2,true,-1,1533,UNKNOWN,2,2698,0,0
3799,3799,85,2,single,unknown,2,true,-1,1200,UNKNOWN,2,399,0,0
3800,3800,35,1,single,unknown,2,true,-1,1095,UNKNOWN,2,2475,0,0
3801,3801,54,1,single,unknown,2,true,-1,2050,UNKNOWN,2,1613,0,0
3802,3802,30,1,single,unknown,2,true,-1,1556,UNKNOWN,2,2051,0,0
3803,3803,6,2,single,unknown,2,false,-1,1095,UNKNOWN,2,396,0,0
3804,3804,36,1,single,unknown,2,true,-1,1278,UNKNOWN,2,2648,0,0
3805,3805,50,1,single,unknown,2,true,-1,700,UNKNOWN,2,56,2,0
3806,3806,91,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1255,2,0
3807,3807,30,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1,0,0
3808,3808,38,1,single,unknown,2,true,-1,1333,UNKNOWN,2,1641,0,0
3809,3809,67,2,single,unknown,2,true,-1,4067,UNKNOWN,2,2163,0,0
3810,3810,33,1,single,unknown,2,true,-1,2429,UNKNOWN,2,1000,0,0
3811,3811,19,1,single,unknown,2,true,-1,1533,UNKNOWN,2,701,0,0
3812,3812,11,2,single,unknown,2,false,-1,1783,UNKNOWN,2,363,0,0
3813,3813,41,1,single,unknown,2,true,-1,2300,UNKNOWN,2,161,0,0
3814,3814,59,1,single,unknown,2,true,-1,2300,UNKNOWN,2,3141,0,0
3815,3815,55,1,single,unknown,2,true,-1,2550,UNKNOWN,2,2848,0,0
3816,3816,49,1,single,unknown,2,true,-1,833,UNKNOWN,2,3395,0,0
3817,3817,84,2,single,unknown,2,true,-1,1200,UNKNOWN,2,361,2,0
3818,3818,31,1,single,unknown,2,true,-1,2300,UNKNOWN,2,2840,0,0
3819,3819,26,1,single,unknown,2,true,-1,2278,UNKNOWN,2,2246,0,0
3820,3820,68,2,single,unknown,2,true,-1,1167,UNKNOWN,2,2290,0,0
3821,3821,19,1,single,unknown,2,true,-1,1650,UNKNOWN,2,668,0,0
3822,3822,67,2,single,unknown,2,true,-1,3400,UNKNOWN,2,776,0,0
3823,3823,77,2,single,unknown,2,true,-1,1167,UNKNOWN,2,2273,0,0
3824,3824,26,1,single,unknown,2,true,-1,1750,UNKNOWN,2,826,0,0
3825,3825,23,1,single,unknown,2,true,-1,2733,UNKNOWN,2,905,0,0
3826,3826,28,1,single,unknown,2,true,-1,2278,UNKNOWN,2,3154,0,0
3827,3827,84,2,single,unknown,2,true,-1,1200,UNKNOWN,2,117,2,0
3828,3828,96,2,single,unknown,2,true,-1,2800,UNKNOWN,2,2839,0,0
3829,3829,79,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2682,0,0
3830,3830,39,2,single,unknown,2,true,-1,1556,UNKNOWN,2,3356,0,0
3831,3831,38,1,single,unknown,2,true,-1,2050,UNKNOWN,2,1081,0,0
3832,3832,19,1,single,unknown,2,true,-1,742,UNKNOWN,2,1699,0,0
3833,3833,39,1,single,unknown,2,true,-1,1167,UNKNOWN,2,2068,0,0
3834,3834,86,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1281,2,0
3835,3835,21,1,single,unknown,2,true,-1,1533,UNKNOWN,2,3099,0,0
3836,3836,24,1,single,unknown,2,true,-1,3400,UNKNOWN,2,1231,0,0
3837,3837,52,1,single,unknown,2,true,-1,1650,UNKNOWN,2,225,0,0
3838,3838,71,2,single,unknown,2,true,-1,2300,UNKNOWN,2,2624,0,0
3839,3839,35,1,single,unknown,2,true,-1,972,UNKNOWN,2,1346,0,0
3840,3840,90,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2882,2,0
3841,3841,37,1,single,unknown,2,true,-1,3400,UNKNOWN,2,1153,0,0
3842,3842,67,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2616,0,0
3843,3843,40,2,single,unknown,2,true,-1,2542,UNKNOWN,2,1084,0,0
3844,3844,46,1,single,unknown,2,true,-1,467,UNKNOWN,2,2803,0,0
3845,3845,49,2,single,unknown,2,true,-1,1278,UNKNOWN,2,3197,0,0
3846,3846,29,1,single,unknown,2,true,-1,2833,UNKNOWN,2,721,0,0
3847,3847,57,1,single,unknown,2,true,-1,1650,UNKNOWN,2,2938,0,0
3848,3848,55,1,single,unknown,2,true,-1,2800,UNKNOWN,2,1543,0,0
3849,3849,46,2,single,unknown,2,true,-1,1750,UNKNOWN,2,3310,0,0
3850,3850,53,1,single,unknown,2,true,-1,1278,UNKNOWN,2,733,0,0
3851,3851,51,2,single,unknown,2,true,-1,700,UNKNOWN,2,244,0,0
3852,3852,1,2,single,unknown,2,false,-1,333,UNKNOWN,2,2292,0,0
3853,3853,61,1,single,unknown,2,true,-1,2040,UNKNOWN,2,363,0,0
3854,3854,78,2,single,unknown,2,true,-1,3400,UNKNOWN,2,2486,0,0
3855,3855,15,2,single,unknown,2,false,-1,3050,UNKNOWN,2,3337,0,0
3856,3856,54,1,single,unknown,2,true,-1,2300,UNKNOWN,2,3174,0,0
3857,3857,31,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2570,0,0
3858,3858,24,2,single,unknown,2,true,-1,2652,UNKNOWN,2,851,0,0
3859,3859,40,1,single,unknown,2,true,-1,1167,UNKNOWN,2,1440,0,0
3860,3860,23,1,single,unknown,2,true,-1,2200,UNKNOWN,2,81,0,0
3861,3861,55,1,single,unknown,2,true,-1,2200,UNKNOWN,2,2080,0,0
3862,3862,18,1,single,unknown,2,true,-1,4067,UNKNOWN,2,2670,0,0
3863,3863,62,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1707,0,0
3864,3864,95,2,single,unknown,2,true,-1,1200,UNKNOWN,2,3024,2,0
3865,3865,28,1,single,unknown,2,true,-1,700,UNKNOWN,2,821,0,0
3866,3866,18,1,single,unknown,2,true,-1,2440,UNKNOWN,2,1126,0,0
3867,3867,96,2,single,unknown,2,true,-1,1867,UNKNOWN,2,2101,0,0
3868,3868,30,1,single,unknown,2,true,-1,2733,UNKNOWN,2,33,0,0
3869,3869,86,2,single,unknown,2,true,-1,800,UNKNOWN,2,2938,2,0
3870,3870,52,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2907,0,0
3871,3871,24,1,single,unknown,2,true,-1,875,UNKNOWN,2,2323,0,0
3872,3872,9,2,single,unknown,2,false,-1,1333,UNKNOWN,2,2489,0,0
3873,3873,19,2,single,unknown,2,true,-1,700,UNKNOWN,2,959,0,0
3874,3874,45,1,single,unknown,2,true,-1,2833,UNKNOWN,2,3332,0,0
3875,3875,28,2,single,unknown,2,true,-1,700,UNKNOWN,2,2652,0,0
3876,3876,84,2,single,unknown,2,true,-1,1867,UNKNOWN,2,2771,0,0
3877,3877,57,1,single,unknown,2,true,-1,3400,UNKNOWN,2,1589,0,0
3878,3878,32,1,single,unknown,2,true,-1,2200,UNKNOWN,2,2035,0,0
3879,3879,51,1,single,unknown,2,true,-1,1346,UNKNOWN,2,865,0,0
3880,3880,50,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1921,0,0
3881,3881,26,1,single,unknown,2,true,-1,700,UNKNOWN,2,692,0,0
3882,3882,27,1,single,unknown,2,true,-1,3389,UNKNOWN,2,2788,0,0
3883,3883,38,1,single,unknown,2,true,-1,2800,UNKNOWN,2,2624,0,0
3884,3884,85,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2416,0,0
3885,3885,62,1,single,unknown,2,true,-1,700,UNKNOWN,2,1507,2,0
3886,3886,54,1,single,unknown,2,true,-1,1650,UNKNOWN,2,1011,0,0
3887,3887,74,2,single,unknown,2,true,-1,1167,UNKNOWN,2,3357,0,0
3888,3888,4,2,single,unknown,2,false,-1,1708,UNKNOWN,2,1922,0,0
3889,3889,88,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2741,2,0
3890,3890,44,1,single,unknown,2,true,-1,1750,UNKNOWN,2,3367,0,0
3891,3891,16,2,single,unknown,2,false,-1,1769,UNKNOWN,2,1763,0,0
3892,3892,58,1,single,unknown,2,true,-1,1533,UNKNOWN,2,313,0,0
3893,3893,90,2,single,unknown,2,true,-1,700,UNKNOWN,2,196,2,0
3894,3894,45,1,single,unknown,2,true,-1,875,UNKNOWN,2,1486,0,0
3895,3895,9,2,single,unknown,2,false,-1,2217,UNKNOWN,2,1609,0,0
3896,3896,63,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1186,0,0
3897,3897,43,1,single,unknown,2,true,-1,2200,UNKNOWN,2,2961,0,0
3898,3898,37,1,single,unknown,2,true,-1,4067,UNKNOWN,2,1595,0,0
3899,3899,13,2,single,unknown,2,false,-1,1179,UNKNOWN,2,36,0,0
3900,3900,48,1,single,unknown,2,true,-1,2278,UNKNOWN,2,1699,0,0
3901,3901,27,2,single,unknown,2,true,-1,700,UNKNOWN,2,854,0,0
3902,3902,18,1,single,unknown,2,true,-1,1167,UNKNOWN,2,196,0,0
3903,3903,21,1,single,unknown,2,true,-1,800,UNKNOWN,2,3145,0,0
3904,3904,12,2,single,unknown,2,false,-1,2050,UNKNOWN,2,1090,0,0
3905,3905,18,1,single,unknown,2,true,-1,700,UNKNOWN,2,16,0,0
3906,3906,41,1,single,unknown,2,true,-1,1952,UNKNOWN,2,2172,0,0
3907,3907,58,1,single,unknown,2,true,-1,3400,UNKNOWN,2,997,0,0
3908,3908,67,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1724,0,0
3909,3909,10,2,single,unknown,2,false,-1,2833,UNKNOWN,2,626,0,0
3910,3910,34,1,single,unknown,2,true,-1,2278,UNKNOWN,2,1976,0,0
3911,3911,45,1,single,unknown,2,true,-1,875,UNKNOWN,2,1966,0,0
3912,3912,46,1,single,unknown,2,true,-1,2154,UNKNOWN,2,463,0,0
3913,3913,85,2,single,unknown,2,true,-1,1167,UNKNOWN,2,491,0,0
3914,3914,28,1,single,unknown,2,true,-1,3400,UNKNOWN,2,531,0,0
3915,3915,61,1,single,unknown,2,true,-1,1167,UNKNOWN,2,3142,0,0
3916,3916,75,2,single,unknown,2,true,-1,2200,UNKNOWN,2,3061,0,0
3917,3917,57,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1164,0,0
3918,3918,63,1,single,unknown,2,true,-1,1200,UNKNOWN,2,572,2,0
3919,3919,51,1,single,unknown,2,true,-1,2200,UNKNOWN,2,2662,0,0
3920,3920,62,2,single,unknown,2,true,-1,2200,UNKNOWN,2,1945,0,0
3921,3921,34,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2694,0,0
3922,3922,45,1,single,unknown,2,true,-1,1200,UNKNOWN,2,3065,0,0
3923,3923,45,2,single,unknown,2,true,-1,2833,UNKNOWN,2,2764,0,0
3924,3924,21,2,single,unknown,2,true,-1,2050,UNKNOWN,2,1715,0,0
3925,3925,2,2,single,unknown,2,false,-1,1952,UNKNOWN,2,1122,0,0
3926,3926,32,1,single,unknown,2,true,-1,2278,UNKNOWN,2,434,0,0
3927,3927,8,2,single,unknown,2,false,-1,1571,UNKNOWN,2,42,0,0
3928,3928,52,1,single,unknown,2,true,-1,1783,UNKNOWN,2,2940,0,0
3929,3929,6,2,single,unknown,2,false,-1,1333,UNKNOWN,2,2684,0,0
3930,3930,16,2,single,unknown,2,false,-1,1640,UNKNOWN,2,1579,0,0
3931,3931,72,2,single,unknown,2,true,-1,1533,UNKNOWN,2,3194,0,0
3932,3932,40,2,single,unknown,2,true,-1,1708,UNKNOWN,2,180,0,0
3933,3933,55,1,single,unknown,2,true,-1,467,UNKNOWN,2,1530,0,0
3934,3934,40,1,single,unknown,2,true,-1,923,UNKNOWN,2,2506,0,0
3935,3935,20,2,single,unknown,2,true,-1,2550,UNKNOWN,2,928,0,0
3936,3936,60,1,single,unknown,2,true,-1,1750,UNKNOWN,2,509,0,0
3937,3937,49,1,single,unknown,2,true,-1,4067,UNKNOWN,2,193,0,0
3938,3938,56,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1061,0,0
3939,3939,1,2,single,unknown,2,false,-1,1952,UNKNOWN,2,2235,0,0
3940,3940,49,1,single,unknown,2,true,-1,1650,UNKNOWN,2,1225,0,0
3941,3941,39,1,single,unknown,2,true,-1,2429,UNKNOWN,2,359,0,0
3942,3942,11,2,single,unknown,2,false,-1,1650,UNKNOWN,2,1444,0,0
3943,3943,48,1,single,unknown,2,true,-1,2429,UNKNOWN,2,3080,0,0
3944,3944,44,1,single,unknown,2,true,-1,1962,UNKNOWN,2,1512,0,0
3945,3945,35,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1083,0,0
