id,dwelling,zone,hhSize,autos
3451,3451,3320,1,1
3452,3452,2433,1,1
3453,3453,1430,1,1
3454,3454,3423,1,1
3455,3455,186,1,1
3456,3456,1309,1,1
3457,3457,3389,1,1
3458,3458,2913,1,1
3459,3459,2352,1,1
3460,3460,2199,1,1
3461,3461,1742,1,1
3462,3462,1623,1,1
3463,3463,1827,1,1
3464,3464,2344,1,1
3465,3465,1657,1,1
3466,3466,3162,1,1
3467,3467,239,1,1
3468,3468,52,1,1
3469,3469,3194,1,1
3470,3470,1817,1,1
3471,3471,196,1,1
3472,3472,607,1,1
3473,3473,713,1,1
3474,3474,754,1,1
3475,3475,540,1,1
3476,3476,2941,1,1
3477,3477,2914,1,1
3478,3478,2575,1,1
3479,3479,957,1,1
3480,3480,2958,1,1
3481,3481,2577,1,1
3482,3482,1283,1,1
3483,3483,3370,1,1
3484,3484,3262,1,1
3485,3485,1804,1,1
3486,3486,2442,1,1
3487,3487,2437,1,1
3488,3488,2041,1,1
3489,3489,849,1,1
3490,3490,3331,1,1
3491,3491,827,1,1
3492,3492,63,1,1
3493,3493,31,1,1
3494,3494,413,1,1
3495,3495,1188,1,1
3496,3496,3088,1,1
3497,3497,74,1,1
3498,3498,1763,1,1
3499,3499,535,1,1
3500,3500,2162,1,1
3501,3501,3011,1,1
3502,3502,3230,1,1
3503,3503,1221,1,1
3504,3504,1544,1,1
3505,3505,1370,1,1
3506,3506,568,1,1
3507,3507,3066,1,1
3508,3508,984,1,1
3509,3509,2391,1,1
3510,3510,3166,1,1
3511,3511,908,1,1
3512,3512,1725,1,1
3513,3513,3076,1,1
3514,3514,2421,1,1
3515,3515,92,1,1
3516,3516,3343,1,1
3517,3517,716,1,1
3518,3518,2759,1,1
3519,3519,1445,1,1
3520,3520,2911,1,1
3521,3521,1341,1,1
3522,3522,10,1,1
3523,3523,944,1,1
3524,3524,3482,1,1
3525,3525,73,1,1
3526,3526,1931,1,1
3527,3527,1554,1,1
3528,3528,243,1,1
3529,3529,727,1,1
3530,3530,3073,1,1
3531,3531,3088,1,1
3532,3532,2990,1,1
3533,3533,1785,1,1
3534,3534,2763,1,1
3535,3535,2076,1,1
3536,3536,3133,1,1
3537,3537,1666,1,1
3538,3538,400,1,1
3539,3539,991,1,1
3540,3540,2361,1,1
3541,3541,1066,1,1
3542,3542,882,1,1
3543,3543,1923,1,1
3544,3544,2909,1,1
3545,3545,2905,1,1
3546,3546,2859,1,1
3547,3547,443,1,1
3548,3548,2807,1,1
3549,3549,1537,1,1
3550,3550,2469,1,1
3551,3551,1577,1,1
3552,3552,631,1,1
3553,3553,1737,1,1
3554,3554,2372,1,1
3555,3555,1494,1,1
3556,3556,755,1,1
3557,3557,3170,1,1
3558,3558,3107,1,1
3559,3559,2538,1,1
3560,3560,365,1,1
3561,3561,246,1,1
3562,3562,363,1,1
3563,3563,1132,1,1
3564,3564,772,1,1
3565,3565,2620,1,1
3566,3566,820,1,1
3567,3567,1594,1,1
3568,3568,1017,1,1
3569,3569,399,1,1
3570,3570,594,1,1
3571,3571,102,1,1
3572,3572,3025,1,1
3573,3573,2743,1,1
3574,3574,819,1,1
3575,3575,1933,1,1
3576,3576,1477,1,1
3577,3577,737,1,1
3578,3578,1284,1,1
3579,3579,29,1,1
3580,3580,1999,1,1
3581,3581,1200,1,1
3582,3582,373,1,1
3583,3583,2754,1,1
3584,3584,3385,1,1
3585,3585,1456,1,1
3586,3586,7,1,1
3587,3587,2937,1,1
3588,3588,519,1,1
3589,3589,3048,1,1
3590,3590,1689,1,1
3591,3591,2979,1,1
3592,3592,3493,1,1
3593,3593,1869,1,1
3594,3594,1727,1,1
3595,3595,1350,1,1
3596,3596,3495,1,1
3597,3597,2413,1,1
3598,3598,2448,1,1
3599,3599,1035,1,1
3600,3600,1650,1,1
3601,3601,2418,1,1
3602,3602,2766,1,1
3603,3603,877,1,1
3604,3604,2528,1,1
3605,3605,3402,1,1
3606,3606,2652,1,1
3607,3607,3382,1,1
3608,3608,1063,1,1
3609,3609,3356,1,1
3610,3610,2316,1,1
3611,3611,2687,1,1
3612,3612,522,1,1
3613,3613,1151,1,1
3614,3614,3383,1,1
3615,3615,3259,1,1
3616,3616,1821,1,1
3617,3617,3120,1,1
3618,3618,478,1,1
3619,3619,2108,1,1
3620,3620,264,1,1
3621,3621,2810,1,1
3622,3622,3382,1,1
3623,3623,1998,1,1
3624,3624,2793,1,1
3625,3625,901,1,1
3626,3626,545,1,1
3627,3627,2049,1,1
3628,3628,1375,1,1
3629,3629,2502,1,1
3630,3630,1064,1,1
3631,3631,1682,1,1
3632,3632,2878,1,1
3633,3633,823,1,1
3634,3634,1401,1,1
3635,3635,2779,1,1
3636,3636,500,1,1
3637,3637,2304,1,1
3638,3638,3446,1,1
3639,3639,3024,1,1
3640,3640,2633,1,1
3641,3641,2982,1,1
3642,3642,2963,1,1
3643,3643,1353,1,1
3644,3644,108,1,1
3645,3645,2309,1,1
3646,3646,2286,1,1
3647,3647,1984,1,1
3648,3648,2867,1,1
3649,3649,3391,1,1
3650,3650,1965,1,1
3651,3651,273,1,1
3652,3652,2098,1,1
3653,3653,348,1,1
3654,3654,102,1,1
3655,3655,1491,1,1
3656,3656,959,1,1
3657,3657,1509,1,1
3658,3658,1503,1,1
3659,3659,1543,1,1
3660,3660,897,1,1
3661,3661,2450,1,1
3662,3662,3127,1,1
3663,3663,875,1,1
3664,3664,786,1,1
3665,3665,1441,1,1
3666,3666,2742,1,1
3667,3667,576,1,1
3668,3668,1091,1,1
3669,3669,3340,1,1
3670,3670,861,1,1
3671,3671,2584,1,1
3672,3672,325,1,1
3673,3673,375,1,1
3674,3674,914,1,1
3675,3675,535,1,1
3676,3676,150,1,1
3677,3677,518,1,1
3678,3678,1375,1,1
3679,3679,855,1,1
3680,3680,2431,1,1
3681,3681,1910,1,1
3682,3682,2153,1,1
3683,3683,1159,1,1
3684,3684,296,1,1
3685,3685,2447,1,1
3686,3686,1657,1,1
3687,3687,501,1,1
3688,3688,1684,1,1
3689,3689,1611,1,1
3690,3690,2294,1,1
3691,3691,2483,1,1
3692,3692,2856,1,1
3693,3693,2482,1,1
3694,3694,2875,1,1
3695,3695,1895,1,1
3696,3696,2075,1,1
3697,3697,1489,1,1
3698,3698,2029,1,1
3699,3699,1144,1,1
3700,3700,109,1,1
3701,3701,1902,1,1
3702,3702,2436,1,1
3703,3703,877,1,1
3704,3704,57,1,1
3705,3705,2786,1,1
3706,3706,2247,1,1
3707,3707,2454,1,1
3708,3708,2348,1,1
3709,3709,3486,1,1
3710,3710,2245,1,1
3711,3711,3273,1,1
3712,3712,776,1,1
3713,3713,2305,1,1
3714,3714,1536,1,1
3715,3715,1430,1,1
3716,3716,1266,1,1
3717,3717,426,1,1
3718,3718,3174,1,1
3719,3719,2480,1,1
3720,3720,3037,1,1
3721,3721,213,1,1
3722,3722,2679,1,1
3723,3723,1572,1,1
3724,3724,1764,1,1
3725,3725,2124,1,1
3726,3726,558,1,1
3727,3727,2134,1,1
3728,3728,635,1,1
3729,3729,188,1,1
3730,3730,1086,1,1
3731,3731,2007,1,1
3732,3732,1789,1,1
3733,3733,1443,1,1
3734,3734,2072,1,1
3735,3735,2608,1,1
3736,3736,478,1,1
3737,3737,524,1,1
3738,3738,280,1,1
3739,3739,908,1,1
3740,3740,168,1,1
3741,3741,910,1,1
3742,3742,1926,1,1
3743,3743,2921,1,1
3744,3744,1248,1,1
3745,3745,459,1,1
3746,3746,128,1,1
3747,3747,270,1,1
3748,3748,253,1,1
3749,3749,1813,1,1
3750,3750,1210,1,1
3751,3751,1945,1,1
3752,3752,3452,1,1
3753,3753,1788,1,1
3754,3754,1945,1,1
3755,3755,1440,1,1
3756,3756,3034,1,1
3757,3757,1623,1,1
3758,3758,3184,1,1
3759,3759,507,1,1
3760,3760,3463,1,1
3761,3761,1023,1,1
3762,3762,993,1,1
3763,3763,2292,1,1
3764,3764,955,1,1
3765,3765,3438,1,1
3766,3766,2881,1,1
3767,3767,1728,1,1
3768,3768,376,1,1
3769,3769,3309,1,1
3770,3770,88,1,1
3771,3771,2666,1,1
3772,3772,3444,1,1
3773,3773,2625,1,1
3774,3774,508,1,1
3775,3775,1201,1,1
3776,3776,1149,1,1
3777,3777,45,1,1
3778,3778,1728,1,1
3779,3779,183,1,1
3780,3780,380,1,1
3781,3781,669,1,1
3782,3782,384,1,1
3783,3783,944,1,1
3784,3784,2550,1,1
3785,3785,2900,1,1
3786,3786,3404,1,1
3787,3787,2866,1,1
3788,3788,3358,1,1
3789,3789,1079,1,1
3790,3790,1230,1,1
3791,3791,563,1,1
3792,3792,2991,1,1
3793,3793,2269,1,1
3794,3794,1722,1,1
3795,3795,2665,1,1
3796,3796,1804,1,1
3797,3797,2267,1,1
3798,3798,2698,1,1
3799,3799,399,1,1
3800,3800,2475,1,1
3801,3801,1613,1,1
3802,3802,2051,1,1
3803,3803,396,1,1
3804,3804,2648,1,1
3805,3805,56,1,1
3806,3806,1255,1,1
3807,3807,1,1,1
3808,3808,1641,1,1
3809,3809,2163,1,1
3810,3810,1000,1,1
3811,3811,701,1,1
3812,3812,363,1,1
3813,3813,161,1,1
3814,3814,3141,1,1
3815,3815,2848,1,1
3816,3816,3395,1,1
3817,3817,361,1,1
3818,3818,2840,1,1
3819,3819,2246,1,1
3820,3820,2290,1,1
3821,3821,668,1,1
3822,3822,776,1,1
3823,3823,2273,1,1
3824,3824,826,1,1
3825,3825,905,1,1
3826,3826,3154,1,1
3827,3827,117,1,1
3828,3828,2839,1,1
3829,3829,2682,1,1
3830,3830,3356,1,1
3831,3831,1081,1,1
3832,3832,1699,1,1
3833,3833,2068,1,1
3834,3834,1281,1,1
3835,3835,3099,1,1
3836,3836,1231,1,1
3837,3837,225,1,1
3838,3838,2624,1,1
3839,3839,1346,1,1
3840,3840,2882,1,1
3841,3841,1153,1,1
3842,3842,2616,1,1
3843,3843,1084,1,1
3844,3844,2803,1,1
3845,3845,3197,1,1
3846,3846,721,1,1
3847,3847,2938,1,1
3848,3848,1543,1,1
3849,3849,3310,1,1
3850,3850,733,1,1
3851,3851,244,1,1
3852,3852,2292,1,1
3853,3853,363,1,1
3854,3854,2486,1,1
3855,3855,3337,1,1
3856,3856,3174,1,1
3857,3857,2570,1,1
3858,3858,851,1,1
3859,3859,1440,1,1
3860,3860,81,1,1
3861,3861,2080,1,1
3862,3862,2670,1,1
3863,3863,1707,1,1
3864,3864,3024,1,1
3865,3865,821,1,1
3866,3866,1126,1,1
3867,3867,2101,1,1
3868,3868,33,1,1
3869,3869,2938,1,1
3870,3870,2907,1,1
3871,3871,2323,1,1
3872,3872,2489,1,1
3873,3873,959,1,1
3874,3874,3332,1,1
3875,3875,2652,1,1
3876,3876,2771,1,1
3877,3877,1589,1,1
3878,3878,2035,1,1
3879,3879,865,1,1
3880,3880,1921,1,1
3881,3881,692,1,1
3882,3882,2788,1,1
3883,3883,2624,1,1
3884,3884,2416,1,1
3885,3885,1507,1,1
3886,3886,1011,1,1
3887,3887,3357,1,1
3888,3888,1922,1,1
3889,3889,2741,1,1
3890,3890,3367,1,1
3891,3891,1763,1,1
3892,3892,313,1,1
3893,3893,196,1,1
3894,3894,1486,1,1
3895,3895,1609,1,1
3896,3896,1186,1,1
3897,3897,2961,1,1
3898,3898,1595,1,1
3899,3899,36,1,1
3900,3900,1699,1,1
3901,3901,854,1,1
3902,3902,196,1,1
3903,3903,3145,1,1
3904,3904,1090,1,1
3905,3905,16,1,1
3906,3906,2172,1,1
3907,3907,997,1,1
3908,3908,1724,1,1
3909,3909,626,1,1
3910,3910,1976,1,1
3911,3911,1966,1,1
3912,3912,463,1,1
3913,3913,491,1,1
3914,3914,531,1,1
3915,3915,3142,1,1
3916,3916,3061,1,1
3917,3917,1164,1,1
3918,3918,572,1,1
3919,3919,2662,1,1
3920,3920,1945,1,1
3921,3921,2694,1,1
3922,3922,3065,1,1
3923,3923,2764,1,1
3924,3924,1715,1,1
3925,3925,1122,1,1
3926,3926,434,1,1
3927,3927,42,1,1
3928,3928,2940,1,1
3929,3929,2684,1,1
3930,3930,1579,1,1
3931,3931,3194,1,1
3932,3932,180,1,1
3933,3933,1530,1,1
3934,3934,2506,1,1
3935,3935,928,1,1
3936,3936,509,1,1
3937,3937,193,1,1
3938,3938,1061,1,1
3939,3939,2235,1,1
3940,3940,1225,1,1
3941,3941,359,1,1
3942,3942,1444,1,1
3943,3943,3080,1,1
3944,3944,1512,1,1
3945,3945,1083,1,1
3946,3946,3220,1,1
3947,3947,710,1,1
3948,3948,119,1,1
3949,3949,1103,1,1
3950,3950,2629,1,1
3951,3951,1187,1,1
3952,3952,785,1,1
3953,3953,376,1,1
3954,3954,3473,1,1
3955,3955,400,1,1
3956,3956,2036,1,1
3957,3957,1507,1,1
3958,3958,1158,1,1
3959,3959,1962,1,1
3960,3960,3328,1,1
3961,3961,825,1,1
3962,3962,1717,1,1
3963,3963,1753,1,1
3964,3964,1025,1,1
3965,3965,2929,1,1
3966,3966,3426,1,1
3967,3967,771,1,1
3968,3968,3178,1,1
3969,3969,2698,1,1
3970,3970,1118,1,1
3971,3971,2842,1,1
3972,3972,1847,1,1
3973,3973,856,1,1
3974,3974,954,1,1
3975,3975,2704,1,1
3976,3976,1019,1,1
3977,3977,108,1,1
3978,3978,2334,1,1
3979,3979,3156,1,1
3980,3980,779,1,1
3981,3981,2735,1,1
3982,3982,173,1,1
3983,3983,117,1,1
3984,3984,444,1,1
3985,3985,1308,1,1
3986,3986,2988,1,1
3987,3987,955,1,1
3988,3988,1295,1,1
3989,3989,3242,1,1
3990,3990,939,1,1
3991,3991,2490,1,1
3992,3992,2876,1,1
3993,3993,3102,1,1
3994,3994,639,1,1
3995,3995,2579,1,1
3996,3996,1217,1,1
3997,3997,3471,1,1
3998,3998,183,1,1
3999,3999,539,1,1
4000,4000,3325,1,1
4001,4001,1651,1,1
4002,4002,570,1,1
4003,4003,2602,1,1
4004,4004,2697,1,1
4005,4005,3429,1,1
4006,4006,468,1,1
4007,4007,2833,1,1
4008,4008,797,1,1
4009,4009,1773,1,1
4010,4010,801,1,1
4011,4011,368,1,1
4012,4012,440,1,1
4013,4013,1932,1,1
4014,4014,2761,1,1
4015,4015,759,1,1
4016,4016,599,1,1
4017,4017,2227,1,1
4018,4018,772,1,1
4019,4019,3009,1,1
4020,4020,2417,1,1
4021,4021,499,1,1
4022,4022,2005,1,1
4023,4023,2942,1,1
4024,4024,3217,1,1
4025,4025,3397,1,1
4026,4026,1672,1,1
4027,4027,1578,1,1
4028,4028,652,1,1
4029,4029,1312,1,1
4030,4030,219,1,1
4031,4031,1459,1,1
4032,4032,2670,1,1
4033,4033,568,1,1
4034,4034,811,1,1
4035,4035,920,1,1
4036,4036,919,1,1
4037,4037,1011,1,1
4038,4038,3443,1,1
4039,4039,1268,1,1
4040,4040,1039,1,1
4041,4041,1695,1,1
4042,4042,1869,1,1
4043,4043,90,1,1
4044,4044,2475,1,1
4045,4045,1783,1,1
4046,4046,3460,1,1
4047,4047,2771,1,1
4048,4048,2838,1,1
4049,4049,2974,1,1
4050,4050,1863,1,1
4051,4051,1494,1,1
4052,4052,913,1,1
4053,4053,3090,1,1
4054,4054,2316,1,1
4055,4055,2141,1,1
4056,4056,3348,1,1
4057,4057,259,1,1
4058,4058,637,1,1
4059,4059,2928,1,1
4060,4060,407,1,1
4061,4061,1865,1,1
4062,4062,1603,1,1
4063,4063,459,1,1
4064,4064,764,1,1
4065,4065,2100,1,1
4066,4066,1681,1,1
4067,4067,2594,1,1
4068,4068,2506,1,1
4069,4069,2061,1,1
4070,4070,914,1,1
4071,4071,1444,1,1
4072,4072,427,1,1
4073,4073,1210,1,1
4074,4074,2170,1,1
4075,4075,1786,1,1
4076,4076,43,1,1
4077,4077,330,1,1
4078,4078,2651,1,1
4079,4079,1409,1,1
4080,4080,569,1,1
4081,4081,2584,1,1
4082,4082,96,1,1
4083,4083,2683,1,1
4084,4084,1440,1,1
4085,4085,2860,1,1
4086,4086,3499,1,1
4087,4087,187,1,1
4088,4088,2391,1,1
4089,4089,1668,1,1
4090,4090,3128,1,1
4091,4091,291,1,1
4092,4092,1993,1,1
4093,4093,2252,1,1
4094,4094,2538,1,1
4095,4095,472,1,1
4096,4096,2657,1,1
4097,4097,2152,1,1
4098,4098,634,1,1
4099,4099,329,1,1
4100,4100,2249,1,1
4101,4101,1440,1,1
4102,4102,747,1,1
4103,4103,3262,1,1
4104,4104,354,1,1
4105,4105,2238,1,1
4106,4106,709,1,1
4107,4107,3268,1,1
4108,4108,2364,1,1
4109,4109,1183,1,1
4110,4110,1834,1,1
4111,4111,3258,1,1
4112,4112,3032,1,1
4113,4113,1292,1,1
4114,4114,2814,1,1
4115,4115,1394,1,1
4116,4116,884,1,1
4117,4117,2788,1,1
4118,4118,75,1,1
4119,4119,1730,1,1
4120,4120,1119,1,1
4121,4121,2935,1,1
4122,4122,1399,1,1
4123,4123,1314,1,1
4124,4124,1074,1,1
4125,4125,2544,1,1
4126,4126,2862,1,1
4127,4127,3234,1,1
4128,4128,347,1,1
4129,4129,1992,1,1
4130,4130,2047,1,1
4131,4131,3133,1,1
4132,4132,2152,1,1
4133,4133,2678,1,1
4134,4134,2110,1,1
4135,4135,1126,1,1
4136,4136,3004,1,1
4137,4137,3434,1,1
4138,4138,2024,1,1
4139,4139,2244,1,1
4140,4140,2047,1,1
4141,4141,1754,1,1
4142,4142,1788,1,1
4143,4143,3497,1,1
4144,4144,815,1,1
4145,4145,257,1,1
4146,4146,1144,1,1
4147,4147,2524,1,1
4148,4148,1368,1,1
4149,4149,202,1,1
4150,4150,1903,1,1
4151,4151,2171,1,1
4152,4152,3160,1,1
4153,4153,934,1,1
4154,4154,3248,1,1
4155,4155,2268,1,1
4156,4156,2687,1,1
4157,4157,918,1,1
4158,4158,588,1,1
4159,4159,1700,1,1
4160,4160,3159,1,1
4161,4161,1943,1,1
4162,4162,2405,1,1
4163,4163,2951,1,1
4164,4164,20,1,1
4165,4165,89,1,1
4166,4166,1037,1,1
4167,4167,259,1,1
4168,4168,2189,1,1
4169,4169,1303,1,1
4170,4170,2445,1,1
4171,4171,166,1,1
4172,4172,1815,1,1
4173,4173,197,1,1
4174,4174,2151,1,1
4175,4175,2571,1,1
4176,4176,842,1,1
4177,4177,2776,1,1
4178,4178,575,1,1
4179,4179,2997,1,1
4180,4180,733,1,1
4181,4181,3183,1,1
4182,4182,1125,1,1
4183,4183,1293,1,1
4184,4184,1722,1,1
4185,4185,2363,1,1
4186,4186,1217,1,1
4187,4187,1271,1,1
4188,4188,1700,1,1
4189,4189,484,1,1
4190,4190,2391,1,1
4191,4191,2255,1,1
4192,4192,2370,1,1
4193,4193,779,1,1
4194,4194,1419,1,1
4195,4195,517,1,1
4196,4196,1469,1,1
4197,4197,2532,1,1
4198,4198,686,1,1
4199,4199,213,1,1
4200,4200,221,1,1
4201,4201,1669,1,1
4202,4202,35,1,1
4203,4203,2611,1,1
4204,4204,3292,1,1
4205,4205,710,1,1
4206,4206,2116,1,1
4207,4207,1800,1,1
4208,4208,2681,1,1
4209,4209,3457,1,1
4210,4210,2992,1,1
4211,4211,630,1,1
4212,4212,2269,1,1
4213,4213,1834,1,1
4214,4214,1842,1,1
4215,4215,1509,1,1
4216,4216,1004,1,1
4217,4217,1939,1,1
4218,4218,29,1,1
4219,4219,1834,1,1
4220,4220,2368,1,1
4221,4221,1157,1,1
4222,4222,2644,1,1
4223,4223,1034,1,1
4224,4224,3286,1,1
4225,4225,3078,1,1
4226,4226,385,1,1
4227,4227,1708,1,1
4228,4228,2966,1,1
4229,4229,1684,1,1
4230,4230,2005,1,1
4231,4231,245,1,1
4232,4232,1163,1,1
4233,4233,1592,1,1
4234,4234,2482,1,1
4235,4235,1901,1,1
4236,4236,1743,1,1
4237,4237,152,1,1
4238,4238,2194,1,1
4239,4239,167,1,1
4240,4240,1379,1,1
4241,4241,2627,1,1
4242,4242,104,1,1
4243,4243,121,1,1
4244,4244,884,1,1
4245,4245,1691,1,1
4246,4246,1393,1,1
4247,4247,1286,1,1
4248,4248,2220,1,1
4249,4249,973,1,1
4250,4250,133,1,1
4251,4251,2869,1,1
4252,4252,2371,1,1
4253,4253,3097,1,1
4254,4254,1183,1,1
4255,4255,450,1,1
4256,4256,1900,1,1
4257,4257,697,1,1
4258,4258,2915,1,1
4259,4259,2169,1,1
4260,4260,2831,1,1
4261,4261,3447,1,1
4262,4262,3352,1,1
4263,4263,1311,1,1
4264,4264,2789,1,1
4265,4265,1976,1,1
4266,4266,2015,1,1
4267,4267,1673,1,1
4268,4268,2460,1,1
4269,4269,844,1,1
4270,4270,2823,1,1
4271,4271,425,1,1
4272,4272,2750,1,1
4273,4273,2468,1,1
4274,4274,2401,1,1
4275,4275,3016,1,1
4276,4276,1933,1,1
4277,4277,3202,1,1
4278,4278,2188,1,1
4279,4279,2038,1,1
4280,4280,3117,1,1
4281,4281,1079,1,1
4282,4282,1659,1,1
4283,4283,599,1,1
4284,4284,57,1,1
4285,4285,3153,1,1
4286,4286,2672,1,1
4287,4287,1867,1,1
4288,4288,1176,1,1
4289,4289,1464,1,1
4290,4290,1869,1,1
4291,4291,2022,1,1
4292,4292,3320,1,1
4293,4293,2163,1,1
4294,4294,2541,1,1
4295,4295,1262,1,1
4296,4296,858,1,1
4297,4297,3008,1,1
4298,4298,480,1,1
4299,4299,1924,1,1
4300,4300,162,1,1
4301,4301,336,1,1
4302,4302,2524,1,1
4303,4303,2373,1,1
4304,4304,1052,1,1
4305,4305,1318,1,1
4306,4306,2345,1,1
4307,4307,85,1,1
4308,4308,524,1,1
4309,4309,3140,1,1
4310,4310,2960,1,1
4311,4311,3005,1,1
4312,4312,1738,1,1
4313,4313,2411,1,1
4314,4314,517,1,1
4315,4315,2278,1,1
4316,4316,3055,1,1
4317,4317,1824,1,1
4318,4318,1166,1,1
4319,4319,1679,1,1
4320,4320,2557,1,1
4321,4321,3406,1,1
4322,4322,256,1,1
4323,4323,161,1,1
4324,4324,2930,1,1
4325,4325,2624,1,1
4326,4326,3416,1,1
4327,4327,755,1,1
4328,4328,1841,1,1
4329,4329,221,1,1
4330,4330,2491,1,1
4331,4331,1404,1,1
4332,4332,1045,1,1
4333,4333,3190,1,1
4334,4334,2284,1,1
4335,4335,2231,1,1
4336,4336,718,1,1
4337,4337,1302,1,1
4338,4338,1351,1,1
4339,4339,274,1,1
4340,4340,2362,1,1
4341,4341,2344,1,1
4342,4342,340,1,1
4343,4343,2892,1,1
4344,4344,2061,1,1
4345,4345,778,1,1
4346,4346,3197,1,1
4347,4347,1289,1,1
4348,4348,3057,1,1
4349,4349,1622,1,1
4350,4350,2365,1,1
4351,4351,921,1,1
4352,4352,2689,1,1
4353,4353,2785,1,1
4354,4354,2718,1,1
4355,4355,2636,1,1
4356,4356,1821,1,1
4357,4357,2592,1,1
4358,4358,258,1,1
4359,4359,3025,1,1
4360,4360,2287,1,1
4361,4361,2067,1,1
4362,4362,1026,1,1
4363,4363,2594,1,1
4364,4364,3490,1,1
4365,4365,1506,1,1
4366,4366,772,1,1
4367,4367,2469,1,1
4368,4368,3125,1,1
4369,4369,796,1,1
4370,4370,431,1,1
4371,4371,2473,1,1
4372,4372,622,1,1
4373,4373,1434,1,1
4374,4374,2469,1,1
4375,4375,1586,1,1
4376,4376,1252,1,1
4377,4377,1308,1,1
4378,4378,1181,1,1
4379,4379,2372,1,1
4380,4380,2766,1,1
4381,4381,247,1,1
4382,4382,1455,1,1
4383,4383,2931,1,1
4384,4384,1575,1,1
4385,4385,2043,1,1
4386,4386,2217,1,1
4387,4387,497,1,1
4388,4388,15,1,1
4389,4389,2685,1,1
4390,4390,1891,1,1
4391,4391,3469,1,1
4392,4392,1129,1,1
4393,4393,2614,1,1
4394,4394,159,1,1
4395,4395,1579,1,1
4396,4396,3064,1,1
4397,4397,1382,1,1
4398,4398,2788,1,1
4399,4399,756,1,1
4400,4400,3347,1,1
4401,4401,2099,1,1
4402,4402,1470,1,1
4403,4403,268,1,1
4404,4404,424,1,1
4405,4405,2855,1,1
4406,4406,1199,1,1
4407,4407,1556,1,1
4408,4408,1604,1,1
4409,4409,1368,1,1
4410,4410,2648,1,1
4411,4411,1235,1,1
4412,4412,2110,1,1
4413,4413,328,1,1
4414,4414,1946,1,1
4415,4415,3277,1,1
4416,4416,1766,1,1
4417,4417,9,1,1
4418,4418,480,1,1
4419,4419,2506,1,1
4420,4420,1723,1,1
4421,4421,126,1,1
4422,4422,1947,1,1
4423,4423,2794,1,1
4424,4424,3405,1,1
4425,4425,2053,1,1
4426,4426,1201,1,1
4427,4427,3201,1,1
4428,4428,1687,1,1
4429,4429,3100,1,1
4430,4430,371,1,1
4431,4431,1678,1,1
4432,4432,3337,1,1
4433,4433,2248,1,1
4434,4434,1002,1,1
4435,4435,2341,1,1
4436,4436,465,1,1
4437,4437,609,1,1
4438,4438,973,1,1
4439,4439,806,1,1
4440,4440,3053,1,1
4441,4441,3288,1,1
4442,4442,990,1,1
4443,4443,378,1,1
4444,4444,1617,1,1
4445,4445,160,1,1
4446,4446,2406,1,1
4447,4447,2744,1,1
4448,4448,2344,1,1
4449,4449,1034,1,1
4450,4450,91,1,1
4451,4451,2401,1,1
4452,4452,134,1,1
4453,4453,2864,1,1
4454,4454,2921,1,1
4455,4455,513,1,1
4456,4456,1508,1,1
4457,4457,1441,1,1
4458,4458,989,1,1
4459,4459,1162,1,1
4460,4460,2500,1,1
4461,4461,2727,1,1
4462,4462,1782,1,1
4463,4463,2271,1,1
4464,4464,359,1,1
4465,4465,3199,1,1
4466,4466,3245,1,1
4467,4467,818,1,1
4468,4468,2672,1,1
4469,4469,254,1,1
4470,4470,917,1,1
4471,4471,1879,1,1
4472,4472,3055,1,1
4473,4473,494,1,1
4474,4474,3371,1,1
4475,4475,305,1,1
4476,4476,3373,1,1
4477,4477,1863,1,1
4478,4478,637,1,1
4479,4479,3196,1,1
4480,4480,2551,1,1
4481,4481,3160,1,1
4482,4482,1130,1,1
4483,4483,2157,1,1
4484,4484,882,1,1
4485,4485,3246,1,1
4486,4486,1330,1,1
4487,4487,1321,1,1
4488,4488,2138,1,1
4489,4489,3250,1,1
4490,4490,3073,1,1
4491,4491,2504,1,1
4492,4492,1130,1,1
4493,4493,132,1,1
4494,4494,969,1,1
4495,4495,2019,1,1
4496,4496,548,1,1
4497,4497,2780,1,1
4498,4498,2346,1,1
4499,4499,6,1,1
4500,4500,2002,1,1
4501,4501,286,1,1
4502,4502,1428,1,1
4503,4503,2199,1,1
4504,4504,3162,1,1
4505,4505,3103,1,1
4506,4506,2144,1,1
4507,4507,3300,1,1
4508,4508,1319,1,1
4509,4509,2150,1,1
4510,4510,3285,1,1
4511,4511,2492,1,1
4512,4512,1561,1,1
4513,4513,3237,1,1
4514,4514,558,1,1
4515,4515,1777,1,1
4516,4516,1199,1,1
4517,4517,631,1,1
4518,4518,2826,1,1
4519,4519,967,1,1
4520,4520,2963,1,1
4521,4521,2132,1,1
4522,4522,2735,1,1
4523,4523,3045,1,1
4524,4524,1926,1,1
4525,4525,997,1,1
4526,4526,295,1,1
4527,4527,680,1,1
4528,4528,3106,1,1
4529,4529,3127,1,1
4530,4530,1777,1,1
4531,4531,832,1,1
4532,4532,3314,1,1
4533,4533,191,1,1
4534,4534,3341,1,1
4535,4535,1035,1,1
4536,4536,2806,1,1
4537,4537,2111,1,1
4538,4538,2628,1,1
4539,4539,2055,1,1
4540,4540,3201,1,1
4541,4541,691,1,1
4542,4542,2967,1,1
4543,4543,649,1,1
4544,4544,2964,1,1
4545,4545,1410,1,1
4546,4546,133,1,1
4547,4547,1575,1,1
4548,4548,2804,1,1
4549,4549,1342,1,1
